id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image
43010,Men,Apparel,Innerwear,Boxers,Red,Summer,2016,Casual,Probase Red Printed Boxers,43010.jpg
40695,Men,Footwear,Flip Flops,Flip Flops,Brown,Summer,2013,Casual,Numero Uno Men Brown Flip Flop,40695.jpg
33367,Women,Accessories,Bags,Clutches,Black,Summer,2012,Casual,Baggit Women Hero Brush Black Clutch,33367.jpg
57622,Men,Personal Care,Skin Care,Sunscreen,White,Spring,2017,,Lotus Herbals Safe Sun Sunscreen for Men,57622.jpg
11037,Women,Apparel,Topwear,Tops,Pink,Fall,2011,Casual,Jealous 21 Women Solid Pink Tops,11037.jpg
25202,Women,Accessories,Bags,Handbags,Beige,Winter,2015,Casual,Lino Perros Women Leatherette Beige Handbag,25202.jpg
41747,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012,Casual,Doodle Boys Green T-shirt,41747.jpg
20770,Women,Footwear,Shoes,Heels,Silver,Winter,2012,Casual,Carlton London Women Classy Gold Heels,20770.jpg
53282,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Locomotive Men Blue T-shirt,53282.jpg
14545,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011,Ethnic,Vishudh Women Circle Print Blue Kurtas,14545.jpg
44235,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012,Sports,Nike Men Air Max+ 2012 Blue Sports Shoes,44235.jpg
5112,Women,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Wrangler Women Check Multi Color Shirt,5112.jpg
36615,Women,Footwear,Shoes,Heels,Blue,Winter,2015,Casual,Catwalk Women Blue Wedges,36615.jpg
15497,Women,Footwear,Shoes,Heels,Black,Winter,2012,Formal,Carlton London Women Casual Black Heels,15497.jpg
52350,Women,Apparel,Loungewear and Nightwear,Nightdress,Blue,Winter,2015,Casual,Red Rose Women Blue Nightdress,52350.jpg
57410,Women,Apparel,Innerwear,Briefs,Black,Winter,2015,Casual,Amante Women Black Bikini Briefs PGSM03,57410.jpg
33155,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual,Classic Polo Men Printed Grey T-shirt,33155.jpg
11205,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Carrera Men Black Watch,11205.jpg
25030,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,2011,Sports,Nike Men Speed Fly Navy Blue Shorts,25030.jpg
44007,Men,Personal Care,Fragrance,Deodorant,Gold,Spring,2017,Casual,Police Men Gold Wings Deo,44007.jpg
5320,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2011,Casual,Fila Men's Montello Grey Black Red Shoe,5320.jpg
20542,Women,Accessories,Belts,Belts,Pink,Winter,2015,Casual,Baggit Women Yacho Jhuti Pink Belt,20542.jpg
14777,Men,Apparel,Topwear,Shirts,Brown,Fall,2011,Formal,Arrow Men Stripes Brown Shirts,14777.jpg
33969,Women,Apparel,Dress,Dresses,Black,Spring,2012,Party,Femella Women Black Dress,33969.jpg
58458,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual,Madagascar 3 Boys Red T-shirt,58458.jpg
52162,Women,Apparel,Dress,Dresses,Black,Summer,2012,Casual,Femella Women Black Striped Tank Dress,52162.jpg
36427,Men,Footwear,Shoes,Sports Shoes,White,Spring,2013,Sports,Spinn Men Bounce White Sports Shoes,36427.jpg
46750,Men,Personal Care,Fragrance,Perfume and Body Mist,Grey,Spring,2017,Casual,Nautilus Men Black Marlin Perfume,46750.jpg
19854,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,U.S. Polo Assn. Men Striped Blue Shirt,19854.jpg
22215,Women,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Little Miss Women Funny Blue T-shirt,22215.jpg
16020,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011,Casual,Turtle Solid Men Grey Trouser,16020.jpg
2939,Women,Apparel,Topwear,Tshirts,Blue,Fall,2010,Casual,DUSG Women's Play Lady Organic Blue T-shirt,2939.jpg
50635,Men,Apparel,Innerwear,Innerwear Vests,Charcoal,Winter,2016,Casual,Chromozome Men Charcoal Melange Innerwear Vest,50635.jpg
34370,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Myntra Men Black Jazzy Moves T-shirt,34370.jpg
18986,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,ADIDAS Originals Men St Tee Grp Black Tshirt,18986.jpg
47682,Men,Footwear,Shoes,Casual Shoes,Black,Spring,2013,Casual,Carlton London Men Black Leather Casual Shoes,47682.jpg
55347,Women,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017,Casual,Revlon Women Instinct Perfume,55347.jpg
12480,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2012,Formal,Clarks Men Black Leather Formal Shoes,12480.jpg
19068,Women,Apparel,Topwear,Kurtas,Navy Blue,Fall,2011,Ethnic,W Women Solid Navy Blue Kurta,19068.jpg
49718,Men,Free Items,Free Gifts,Ties,Red,Summer,2012,Formal,Park Avenue Red Checked Tie,49718.jpg
31602,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012,Casual,Mark Taylor Men Printed Purple T-shirt,31602.jpg
2105,Men,Apparel,Bottomwear,Track Pants,Black,Fall,2010,Sports,ADIDAS Men's Climalite Track Pants,2105.jpg
43222,Unisex,Footwear,Shoes,Casual Shoes,Black,Fall,2012,Casual,Converse Unisex Black Shoes,43222.jpg
13552,Women,Footwear,Shoes,Flats,Yellow,Winter,2012,Casual,Carlton London Women Yellow Flat Shoes,13552.jpg
27767,Men,Accessories,Wallets,Wallets,Black,Winter,2015,Casual,Bulchee Men Ufficio Black Wallet,27767.jpg
51521,Men,Accessories,Watches,Watches,Silver,Summer,2017,Casual,Fastrack Men Silver-Toned Dial Watch N1229SM04,51521.jpg
46596,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Casual,Catwalk Women Olive Sandals,46596.jpg
35064,Men,Accessories,Belts,Belts,Black,Summer,2012,Casual,Allen Solly Men Leather Black Belt,35064.jpg
6763,Men,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,Timberland Men's Eclectic Apple Green T-shirt,6763.jpg
17334,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,Pepe Jeans Unisex Casual Sunglasses,17334.jpg
42136,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Nike Men White Air Max Full Court Sports Shoes,42136.jpg
3211,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,Tantra Women's Ornament Yellow T-shirt,3211.jpg
26473,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual,Puma Men Graphic Print Grey T-shirt,26473.jpg
12646,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Probase Men Stripes Blue Tshirts,12646.jpg
55181,Women,Personal Care,Nails,Nail Polish,Pink,Spring,2017,Casual,Lakme Absolute Fast & Fabulous Pearl Pink Nail Polish 16,55181.jpg
54053,Women,Apparel,Bottomwear,Leggings,White,Summer,2012,Casual,Myntra Women White Leggings,54053.jpg
40661,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012,Ethnic,Span Women Multi Coloured Kurta,40661.jpg
33393,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual,Baggit Women Faltu Taj Brown Handbag,33393.jpg
1546,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010,Casual,Puma Men's Furore White Shoe,1546.jpg
24324,Unisex,Accessories,Bags,Backpacks,Blue,Fall,2011,Casual,ADIDAS Unisex Blue Backpack,24324.jpg
10111,Men,Footwear,Shoes,Sports Shoes,Silver,Fall,2011,Sports,Reebok Men Premier road supreme 2 Silver Sports Shoes,10111.jpg
4808,Men,Apparel,Bottomwear,Shorts,Black,Summer,2011,Sports,ADIDAS Men's Prophecy Black Yellow Short,4808.jpg
56704,Men,Apparel,Topwear,Kurtas,Rust,Summer,2012,Ethnic,Fabindia Men Rust Kurta,56704.jpg
20784,Women,Footwear,Shoes,Flats,Black,Summer,2011,Casual,Carlton London Women Classy Black Sandals,20784.jpg
37733,Men,Apparel,Topwear,Shirts,Grey,Summer,2012,Casual,John Players Men Check Grey Shirt,37733.jpg
4034,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Myntra Men's Better Days Are Coming Black T-shirt,4034.jpg
45313,Men,Accessories,Belts,Belts,Black,Summer,2012,Formal,Van Heusen Men Black & Brown Reversible Belt,45313.jpg
15463,Men,Apparel,Bottomwear,Tracksuits,Blue,Fall,2011,Sports,Puma Men Graphic Logo Blue Tracksuits,15463.jpg
24116,Men,Footwear,Flip Flops,Flip Flops,Red,Fall,2012,Casual,Playboy Men Red Casual Flip Flops,24116.jpg
10323,Women,Accessories,Bags,Handbags,Black,Winter,2015,Casual,Murcia Women Lambretta Green Black Handbags,10323.jpg
40453,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018,Casual,Red Tape Men Black Shoes,40453.jpg
53878,Men,Footwear,Flip Flops,Flip Flops,Navy Blue,Summer,2012,Casual,U.S. Polo Assn. Men Navy Blue Flip Flops,53878.jpg
38549,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual,Puma Men White RS Hi Leather Shoes,38549.jpg
32073,Men,Apparel,Innerwear,Boxers,Red,Summer,2016,Casual,Playboy Men Red Boxers,32073.jpg
56536,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017,Casual,Streetwear Satin Smooth Cocoa Flakes Lipstick 23,56536.jpg
14783,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Formal,Arrow Men Check Purple Shirts,14783.jpg
53044,Women,Apparel,Saree,Sarees,Multi,Fall,2012,Ethnic,FNF Multi Coloured Printed Sari,53044.jpg
15651,Unisex,Accessories,Bags,Handbags,Black,Fall,2011,Casual,Belkin Unisex Apple Move Toploader 15,15651.jpg
21464,Women,Apparel,Topwear,Sweaters,Grey,Winter,2012,Casual,Roxy Women Grey Sweater,21464.jpg
4206,Boys,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual,Disney Kids Boy's Red Mickeys Scrap Book Kidswear,4206.jpg
45121,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Casio Enticer Men Silver Analogue Multi-Dial Watch MTP-1246D-1AVDF(A220),45121.jpg
7483,Women,Apparel,Topwear,Tshirts,Black,Summer,2011,Sports,Nike Women's Spher Black T-shirt,7483.jpg
29609,Men,Apparel,Topwear,Shirts,Red,Summer,2012,Formal,Indigo Nation Men Striped Red Shirt,29609.jpg
51713,Unisex,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Van Heusen Unisex Sunglasses VH213-C1,51713.jpg
17106,Women,Accessories,Wallets,Wallets,Orange,Winter,2015,Casual,Lino Perros Women Small  Orange Wallet,17106.jpg
23333,Women,Apparel,Topwear,Kurtis,Maroon,Fall,2011,Ethnic,W Women Wine Printed Kurti,23333.jpg
6551,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Sports,Nike Men's Miler Singlet Blue T-shirt,6551.jpg
47676,Women,Apparel,Dress,Dresses,Black,Summer,2012,Casual,Femella Women Black Animal Print Dress,47676.jpg
26641,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual,Puma Men Drift White Casual Shoes,26641.jpg
12474,Men,Footwear,Sandal,Sandals,Black,Fall,2011,Casual,Clarks Men Leather Black Sandals,12474.jpg
3023,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Lee Men's Shot Midnight Blue T-shirt,3023.jpg
30724,Boys,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Fabindia Boys Printed White Kurta,30724.jpg
9519,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011,Formal,John Miller Men white pink black check Maroon Shirts,9519.jpg
27793,Men,Accessories,Wallets,Wallets,Black,Winter,2015,Casual,Bulchee Men Black Wallet,27793.jpg
59926,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Diva Women White Kurta,59926.jpg
32417,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Sports,ADIDAS Men White Jersey,32417.jpg
11695,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Lee Men Purple Check Shirt,11695.jpg
56152,Women,Personal Care,Eyes,Kajal and Eyeliner,Purple,Spring,2017,Casual,Colorbar I-Glide Amethyst Spark Eye Pencil 011,56152.jpg
24572,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Lee Men Beats Black T-shirt,24572.jpg
57080,Women,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,Elle Women Blue Shirt,57080.jpg
10747,Unisex,Footwear,Sandal,Sandals,Pink,Winter,2012,Casual,Disney Unisex Kids Daisy Pink Sandals,10747.jpg
37959,Men,Footwear,Sandal,Sandals,Black,Fall,2012,Casual,Clarks Men Vent Jump Black Sandals,37959.jpg
40037,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,ADIDAS Men White T-shirt,40037.jpg
15235,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,ADIDAS Originals Men Chase Black Casual Shoes,15235.jpg
21000,Men,Accessories,Belts,Belts,White,Winter,2016,Casual,Fastrack Men Leatherette White Belt,21000.jpg
4662,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Sports,ADIDAS Men  Elroy Low Black Shoes,4662.jpg
44497,Women,Footwear,Shoes,Casual Shoes,Brown,Summer,2012,Casual,Gliders Women Brown Shoes,44497.jpg
37165,Women,Apparel,Topwear,Tops,Peach,Summer,2012,Casual,United Colors of Benetton Women Peach Top,37165.jpg
53420,Women,Apparel,Topwear,Kurtas,Blue,Fall,2012,Ethnic,Alma Women Blue Printed Kurta,53420.jpg
17562,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Mark Taylor Men Blue & White Striped Shirt,17562.jpg
9941,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Probase Men 96 Coast Road Green Tshirts,9941.jpg
23757,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Oakley Men Translucent Grey Frame Driving Goggles,23757.jpg
6135,Women,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,ADIDAS Women Beat Black T-shirt,6135.jpg
47212,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2012,Formal,Franco Leone Men Brown Formal Shoes,47212.jpg
35632,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2015,Casual,Gliders by Liberty Men Red & Black Econew Flip-Flops,35632.jpg
22685,Unisex,Accessories,Bags,Waist Pouch,Black,Winter,2015,Casual,Wildcraft Unisex Gear for Life Black Waist Pouch,22685.jpg
51377,Men,Apparel,Bottomwear,Shorts,Khaki,Summer,2012,Casual,Myntra Men Khaki Shorts,51377.jpg
30340,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012,Casual,Myntra Men Ego Off White T-shirt,30340.jpg
6909,Women,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Tantra Women's Page 03 Grey T-shirt,6909.jpg
54605,Men,Apparel,Innerwear,Briefs,White,Summer,2016,Casual,Jockey ELANCE Men White Brief 1004,54605.jpg
26225,Men,Accessories,Belts,Belts,Black,Summer,2012,Casual,Wrangler Men Black Belt,26225.jpg
12010,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Formal,Mark Taylor Men Red Striped Shirt,12010.jpg
31292,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,Puma Women Script Black Top,31292.jpg
3447,Unisex,Apparel,Topwear,Tshirts,Black,Summer,2011,Sports,ADIDAS Kids Black Pune Warriors Match Jersey,3447.jpg
6307,Women,Apparel,Topwear,Tops,Green,Summer,2011,Casual,UCB Women Basic Racerback Green Top,6307.jpg
47020,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Shree Women Black Embroidered  Kurta,47020.jpg
17750,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Casual,Highlander Men Stripes Navy Blue Shirt,17750.jpg
48854,Women,Accessories,Jewellery,Pendant,Silver,Summer,2012,Casual,Lucera Women Silver Pendant,48854.jpg
23565,Men,Personal Care,Fragrance,Perfume and Body Mist,Gold,Spring,2017,Casual,Baldessarini Ambre Men EDT Perfume,23565.jpg
49986,Women,Accessories,Socks,Socks,White,Winter,2015,Casual,Hanes Women Assorted Socks,49986.jpg
51145,Men,Accessories,Socks,Socks,Black,Summer,2016,Casual,Parx Men Black Socks,51145.jpg
18718,Women,Apparel,Topwear,Tops,Purple,Fall,2011,Casual,Arrow Woman Victoria Purple Top,18718.jpg
30172,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Esprit Men  Black Dial Chronograph Watch,30172.jpg
43480,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,2012,Casual,Woodland Men Khaki Shoes,43480.jpg
48068,Men,Apparel,Topwear,Tshirts,Grey Melange,Fall,2012,Casual,French Connection Grey T-shirt,48068.jpg
29863,Men,Accessories,Eyewear,Sunglasses,Black,Summer,2017,Casual,Mayhem Men Rectangular Sunglasses 1025-205d,29863.jpg
42552,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012,Ethnic,Mother Earth Women Beige & Black Kurta,42552.jpg
3675,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011,Casual,Fila Men's Chaser HI White Shoe,3675.jpg
12222,Men,Apparel,Bottomwear,Trousers,Olive,Summer,2013,Formal,Basics Men Olive Trousers,12222.jpg
56360,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017,Casual,Tommy Hilfiger Women 50 ml Perfume,56360.jpg
25692,Women,Apparel,Topwear,Kurtis,Orange,Summer,2012,Ethnic,Mumbai Slang Women Printed Orange Kurti,25692.jpg
32625,Men,Apparel,Topwear,Tshirts,Red,Summer,2012,Sports,Nike Men Miler Red T-shirt,32625.jpg
24740,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual,Murcia Women Brown Casual Handbag,24740.jpg
10575,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011,Casual,Puma Women Ess Pink Polo Tshirts,10575.jpg
4450,Unisex,Accessories,Headwear,Caps,Red,Summer,2011,Casual,Nike Unisex Arsenal  Red White Cap,4450.jpg
36285,Women,Apparel,Loungewear and Nightwear,Night suits,Pink,Summer,2017,Casual,SDL by Sweet Dreams Pink Pyjama Set,36285.jpg
45777,Women,Apparel,Dress,Dresses,Red,Summer,2012,Casual,Remanika Women Red Dress,45777.jpg
15007,Men,Apparel,Topwear,Jackets,Black,Fall,2011,Sports,ADIDAS Originals Men Solid Black Jackets,15007.jpg
53612,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Q&Q Men Black Digital Watch M051-001,53612.jpg
5582,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Men's Main Draw White Red Shoe,5582.jpg
28710,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012,Ethnic,W Women Printed Multi Coloured Kurta,28710.jpg
55378,Women,Personal Care,Nails,Nail Polish,Silver,Spring,2017,Casual,Revlon Lilac Mist Nail Polish 322,55378.jpg
19057,Women,Apparel,Topwear,Kurtas,Green,Fall,2011,Ethnic,Aurelia Women Solid Green Kurta,19057.jpg
8400,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Sports,ADIDAS Men Blue Cr_Aess 3s Polo T-Shirt,8400.jpg
16823,Women,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Little Miss Women Printed Blue T-shirt,16823.jpg
49727,Men,Accessories,Ties,Ties,Navy Blue,Summer,2012,Formal,Park Avenue Men Navy Blue Tie,49727.jpg
27758,Men,Accessories,Wallets,Wallets,Black,Winter,2015,Casual,Bulchee Men Black Wallet,27758.jpg
18185,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Deni Yo Men Washed Blue Slim Fit Jeans,18185.jpg
44804,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,Spykar Women Black Top,44804.jpg
38582,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012,Casual,Nike Men Black Breakline Med Shorts,38582.jpg
40498,Women,Apparel,Innerwear,Camisoles,White,Summer,2017,Casual,Femella Women White Camisole,40498.jpg
52961,Women,Apparel,Saree,Sarees,Multi,Fall,2012,Ethnic,FNF Multi Coloured Sari,52961.jpg
39450,Women,Apparel,Topwear,Kurtas,Orange,Summer,2012,Ethnic,Diva Women Orange Kurta,39450.jpg
44038,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,2017,Casual,Boss Women Femme Perfume,44038.jpg
14748,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal,Arrow Men Solid White Shirts,14748.jpg
33956,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,ADIDAS Men Vesta Black Polo T-Shirt,33956.jpg
58467,Men,Accessories,Belts,Belts,Brown,Summer,2012,Casual,Fossil Men Brown Belt,58467.jpg
25833,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012,Ethnic,Diva Women Printed Pink Kurta,25833.jpg
36418,Women,Footwear,Shoes,Sports Shoes,Pink,Spring,2013,Sports,Spinn Women Alliance Pink Sports Shoes,36418.jpg
33358,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2012,Formal,Homme Men Brown Semi Formal Shoes,33358.jpg
5911,Women,Footwear,Shoes,Casual Shoes,White,Summer,2011,Casual,ADIDAS Women's Daily Vulc White Shoe,5911.jpg
11008,Women,Apparel,Topwear,Tshirts,Cream,Fall,2011,Casual,Inkfruit Women Behind Cream Tshirts,11008.jpg
41778,Women,Apparel,Topwear,Tops,Blue,Summer,2012,Casual,Remanika Women Blue Top,41778.jpg
39662,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Lotto Men White Sports Shoes,39662.jpg
58655,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012,Ethnic,ALayna Women Pink Kurta,58655.jpg
11834,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2013,Casual,Playboy Men Casual Grey Casual Shoes,11834.jpg
22018,Women,Apparel,Topwear,Kurtas,Red,Fall,2011,Ethnic,Vishudh Women Printed Rust Red Kurta,22018.jpg
55976,Women,Personal Care,Lips,Lipstick,Pink,Summer,2019,Casual,Colorbar Velvet Matte Secretly Pink Lipstick 62P,55976.jpg
43813,Women,Accessories,Jewellery,Earrings,Purple,Summer,2012,Casual,Royal Diadem Purple Earrings,43813.jpg
28522,Women,Apparel,Bottomwear,Capris,Pink,Summer,2012,Sports,Nike Women Jersey Cuffed Pink Capris,28522.jpg
50438,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016,Casual,Chromozome Men Grey Pack of 2 Briefs,50438.jpg
22824,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2016,Casual,Woodland Men Brown Casual Shoes,22824.jpg
49515,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Police Men Black Dial Watch PL12897JS-02M,49515.jpg
19265,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Guess Women Chronograph Silver-Toned Dial Watch W11610L1,19265.jpg
35893,Boys,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Jungle Book Boys Safari White T-shirt,35893.jpg
34941,Women,Apparel,Topwear,Dupatta,Off White,Summer,2012,Ethnic,Fabindia Off White Chanderi Dupatta,34941.jpg
25659,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Fastrack Women Silver Dial Watch,25659.jpg
39206,Women,Footwear,Shoes,Heels,Beige,Winter,2015,Casual,Catwalk Women Beige Heels,39206.jpg
14922,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Mr. Men Men Sleep Placid Blue Tshirts,14922.jpg
58231,Women,Footwear,Flip Flops,Flip Flops,Black,Summer,2012,Casual,Lotto Women Black Flip Flops,58231.jpg
27932,Women,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,Jealous 21 Women Blue Shirt,27932.jpg
34519,Men,Footwear,Sandal,Sandals,Grey,Summer,2012,Casual,ADIDAS Men Chicane Grey Sandals,34519.jpg
28146,Men,Apparel,Innerwear,Innerwear Vests,Grey Melange,Fall,2018,Casual,Jockey Men Grey Melange Self-Striped Innerwear Vest 9922,28146.jpg
16649,Men,Apparel,Topwear,Tshirts,Black,Summer,2016,Casual,Facit Men Polo Tee Black Tshirt,16649.jpg
31857,Women,Accessories,Watches,Watches,Gold,Winter,2016,Casual,Titan Women Mother Of Pearl Dial Watch,31857.jpg
29094,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,Mtv Women Sunglasses,29094.jpg
46139,Women,Accessories,Jewellery,Necklace and Chains,Copper,Fall,2012,Casual,Adrika Women Copper Necklace,46139.jpg
9384,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Nike Men Nike Backboard Grey Sports Shoes,9384.jpg
50860,Women,Apparel,Saree,Sarees,White,Fall,2012,Ethnic,Prafful White & Pink Printed Sari,50860.jpg
8256,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Puma Men's Silly Point White Shoe,8256.jpg
19601,Women,Apparel,Topwear,Tops,Peach,Fall,2011,Casual,United Colors of Benetton Women Printed Peach Top,19601.jpg
46905,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012,Casual,Peter England Men Navy Blue Jeans,46905.jpg
28374,Men,Accessories,Eyewear,Sunglasses,Copper,Winter,2016,Casual,Idee Men Copper Sunglasses,28374.jpg
13935,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual,United Colors of Benetton Women Pink Polo Tshirts,13935.jpg
8858,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Mark Taylor Men White Striped Shirt,8858.jpg
43679,Women,Apparel,Dress,Jumpsuit,Orange,Summer,2012,Casual,French Connection Women Orange Playsuit,43679.jpg
13109,Men,Apparel,Bottomwear,Track Pants,Black,Fall,2011,Sports,ADIDAS Men Pant Climalite Black Track Pants,13109.jpg
19433,Men,Accessories,Headwear,Caps,Black,Summer,2012,Casual,Quiksilver Men Black Beanie Cap,19433.jpg
7810,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Puma Men's Contest Hi White Navy Shoe,7810.jpg
8064,Men,Accessories,Wallets,Wallets,Black,Winter,2016,Casual,Fastrack Men Black Wallet,8064.jpg
31259,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual,Puma Men Munchen Grey T-shirt,31259.jpg
39034,Men,Accessories,Cufflinks,Cufflinks,Blue,Summer,2012,Formal,Belmonte Men Blue Bright Assorted Cufflinks,39034.jpg
56199,Women,Accessories,Jewellery,Jewellery Set,Gold,Winter,2016,Casual,Estelle Women Gold Earring & Pendant Set,56199.jpg
37992,Men,Accessories,Belts,Belts,Black,Fall,2012,Casual,New Hide Men Reversibele Belt,37992.jpg
20925,Women,Accessories,Bags,Handbags,Black,Winter,2016,Casual,Fastrack Women Leatherette Black Sling Bag,20925.jpg
41912,Women,Footwear,Flip Flops,Flip Flops,Pink,Winter,2012,Casual,iPanema Women Pink Flip Flops,41912.jpg
39808,Men,Apparel,Bottomwear,Trousers,Khaki,Spring,2013,Formal,Peter England Men Khaki Trousers,39808.jpg
52539,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Pepe Jeans Women Blue Jeans,52539.jpg
57877,Women,Personal Care,Lips,Lip Care,Green,Spring,2017,Casual,Biotique Bio Lip Sunflower Balm,57877.jpg
58003,Women,Apparel,Dress,Dresses,Blue,Fall,2012,Casual,Latin Quarters Women Blue Dress,58003.jpg
20119,Women,Apparel,Topwear,Tops,Blue,Fall,2011,Casual,Wrangler Women Lace Blue Top,20119.jpg
11498,Women,Footwear,Shoes,Heels,White,Winter,2015,Casual,Catwalk Women Lifestyle White Heels,11498.jpg
